record_id,adult,s_adult,foal,habitat,equine_zone,total
1.90314E+11,1,0,0,Meadow_Grassland,SUNDRE EQUINE ZONE,1
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,4,2,0,Meadow_Riparian,SUNDRE EQUINE ZONE,6
1.90314E+11,5,0,0,Meadow_Grassland,SUNDRE EQUINE ZONE,5
1.90314E+11,13,0,0,Cutblock,SUNDRE EQUINE ZONE,13
1.90314E+11,3,0,0,Meadow_Riparian,SUNDRE EQUINE ZONE,3
1.90314E+11,5,1,0,Forest_Conifer,SUNDRE EQUINE ZONE,6
1.90314E+11,7,2,0,Cutblock,SUNDRE EQUINE ZONE,9
1.90314E+11,8,1,0,Cutblock,SUNDRE EQUINE ZONE,9
1.90314E+11,3,0,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,5,1,0,Meadow_Shrub,CLEARWATER EQUINE ZONE,6
1.90314E+11,3,1,0,Meadow_Riparian,CLEARWATER EQUINE ZONE,4
1.90314E+11,2,1,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,11,3,0,Meadow_Riparian,CLEARWATER EQUINE ZONE,14
1.90314E+11,11,0,0,Meadow_Grassland,SUNDRE EQUINE ZONE,11
1.90314E+11,6,1,0,Meadow_Shrub,CLEARWATER EQUINE ZONE,7
1.90314E+11,3,0,0,Meadow_Shrub,CLEARWATER EQUINE ZONE,3
1.90314E+11,3,2,0,Meadow_Grassland,CLEARWATER EQUINE ZONE,5
1.90314E+11,3,1,0,Meadow_Riparian,CLEARWATER EQUINE ZONE,4
1.90314E+11,2,2,0,Meadow_Riparian,CLEARWATER EQUINE ZONE,4
1.90314E+11,4,0,0,Industrial,SUNDRE EQUINE ZONE,4
1.90314E+11,4,1,0,Industrial,SUNDRE EQUINE ZONE,5
1.90314E+11,2,0,0,Cutblock,SUNDRE EQUINE ZONE,2
1.90314E+11,3,0,0,Industrial,SUNDRE EQUINE ZONE,3
1.90314E+11,3,1,0,Cutblock,SUNDRE EQUINE ZONE,4
1.90314E+11,7,1,0,Meadow_Riparian,CLEARWATER EQUINE ZONE,8
1.90314E+11,3,2,0,Meadow_Riparian,CLEARWATER EQUINE ZONE,5
1.90314E+11,4,2,0,Forest_Conifer,CLEARWATER EQUINE ZONE,6
1.90314E+11,3,1,0,Forest_Conifer,SUNDRE EQUINE ZONE,4
1.90314E+11,8,2,0,Meadow_Grassland,SUNDRE EQUINE ZONE,10
1.90314E+11,4,0,0,Cutblock,SUNDRE EQUINE ZONE,4
1.90314E+11,3,0,0,Cutblock,SUNDRE EQUINE ZONE,3
1.90314E+11,8,2,0,Cutblock,SUNDRE EQUINE ZONE,10
